"stopPK","sourceStopID","stopName","stopLat","stopLon"
922,B05933P,Yon Arhanud - 10 Pesanggrahan,-6.258076,106.75626
923,B06560P,Kel. Rawamangun,-6.199099,106.8808
924,B05837P,Univ. Satya Negara,-6.241863,106.78286
925,B03334P,SDN 01 02 03,-6.219572,106.845492
926,B03069P,RA Kartini,-6.282151,106.77315
927,B03236P,Ruko Enggano,-6.10982,106.88493
928,B00358P,Flyover Kampung Melayu,-6.22506,106.86483
929,B05947P,Kantor PJU,-6.196096,106.72987
930,B00131P,Bermis 2,-6.178353,106.89841
931,B04820P,Simpang Gunung Sahari III,-6.167903,106.84174
932,B02017P,Komplek Al,-6.297741,106.84018
933,B03775P,Sbr. Jln. Mandor Munding,-6.306836,106.91572
934,B02607P,Ps. Gantung,-6.17688,106.80615
935,B00437P,Gg. Damai Lingkar Timur,-6.194933,106.94389
936,B01276P,Jln. Kesadaran Kali Malang,-6.239286,106.88739
937,B04333P,Sbr. SDN Dukuh 01,-6.287962,106.87417
938,B02741P,Perguruan Advent VII Rawamangun,-6.198145,106.88812
939,B06262P,Gg. Kumis,-6.201403,106.95585
940,B05502P,St. Sudirman 2,-6.201883,106.82277
941,B03009P,Puri Agung,-6.150977,106.72798
942,B05600P,Taman Jogging Kelapa Gading 1,-6.161115,106.90612
943,B01137P,Jln. H. Rohimin Swadarma,-6.232466,106.76069
944,B06643P,Perempatan Gandul,-6.33963,106.79332
945,B00615P,Gempol Baru 2,-6.186351,106.9547
946,B02059P,Komplek Pertokoan Cempaka Putih,-6.173296,106.85976
947,B02217P,Margaguna 1,-6.263332,106.78775
948,B02540P,One Park Residences,-6.245436,106.78844
949,B01316P,Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512
950,B06317P,Sbr. Jln. R. Anggun,-6.161055,106.76992
951,B06877P,Simpang Jln. Cemara,-6.12663,106.85721
952,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633
953,P00088,Jembatan Baru,-6.154831,106.73038
954,B06765P,SKKT Pondok Bambu,-6.223195,106.895498
955,B04684P,Seskoal 1,-6.238155,106.77231
956,B06162P,Jln. Dewa Ruci,-6.108278,106.92123
957,B04061P,Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161
958,B05535P,STMT Trisakti 1,-6.231933,106.87782
959,B06577P,Blok M Jalur 2,-6.243369,106.80188
960,B05812P,Tugu Proklamasi,-6.202606,106.847711
961,B05640P,Taman PIK Penggilingan,-6.2042,106.93176
962,B04365P,Sbr. SDN Pulo Gebang 20,-6.208103,106.95923
963,B03532P,Sbr. Gg. H. Loong Tengah,-6.286908,106.863
964,B00292P,Danau Agung 1,-6.147281,106.8582
965,B05648P,Taman Ria,-6.213308,106.80236
966,B02728P,Pengadegan Barat VII,-6.250143,106.85423
967,P00204,RS Harapan Bunda,-6.301956,106.86803
968,P00273,Warung Jati,-6.262364,106.82977
969,B02263P,Masjid Amar Maruf 2,-6.255062,107.02206
970,B04658P,Sekolah Sumbangsih,-6.290013,106.8177
971,B02687P,Ps. Sumur Batu 1,-6.164134,106.86486
972,B04762P,Simpang Cendrawasih Hybrida Terusan,-6.14975,106.92309
973,B04273P,Sbr. RPTRA Udara Segar 126,-6.282577,106.86394
974,B02567P,Pangkalan Jati 1,-6.246775,106.90827
975,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531
976,B01427P,Jln. Nusa Indah VII,-6.218457,106.93803
977,B00899P,Jln. Baros,-6.311046,106.784
978,B04951P,Simpang Kopi Roa Malaka,-6.134185,106.80986
979,B04476P,Sbr. SMPN 195,-6.230919,106.90988
980,B05530P,STIP,-6.104402,106.95904
981,B02884P,PLTU,-6.113368,106.78533
982,B03197P,RSIA Kemang,-6.285839,106.8188
983,B05924P,Yayasan Muhammadiyah 1,-6.197045,106.81442
984,B00428P,Gg. Burung Dalam,-6.137017,106.82132
985,B04301P,Sbr. RSUD Tanah Abang,-6.191139,106.81506
986,B05556P,Sunter Muara,-6.144072,106.85763
987,B05883P,Wisma 77,-6.189545,106.79915
988,B00485P,Gg. H. Yusuf Jati Pdang,-6.292902,106.8287
989,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292
990,B06833P,Jln. Raya Lenteng Agung,-6.335654,106.83535
991,B01867P,Kec. Cilincing,-6.102739,106.93894
992,B02274P,Masjid Assuada,-6.194327,106.90544
993,B02408P,Menara Astra,-6.207361,106.8219
994,B06546P,Sbr. St. Manggarai,-6.209626,106.8504
995,B03014P,Puri Imperium,-6.210463,106.83229
996,B01046P,Jln. Dukuh II,-6.288462,106.87563
997,B05264P,SMAN 24,-6.210598,106.79631
998,B04534P,Sbr. Taman Permata Indah 1,-6.144081,106.78154
999,B05771P,Tol Kb. Jeruk 2,-6.189835,106.76681
1000,B05715P,Term. Pasar Minggu,-6.283048,106.84371
1001,B01415P,Jln. Nanggala Dewa Kembar,-6.10741,106.92535
1002,B01116P,Jln. H. Komeng Duri Kosambi,-6.178974,106.7194
1003,B02676P,Ps. Rawasari,-6.185624,106.87178
1004,B03343P,SDN Cengkareng Timur 05,-6.149212,106.72804
1005,B06030P,Kel. Jati Padang,-6.285899,106.83476
1006,B02255P,Masjid Al Mumin,-6.175528,106.90865
1007,B04300P,Sbr. RSUD Jagakarsa,-6.316361,106.81173
1008,B02977P,Pospol PIK Penggilingan,-6.203442,106.93258
1009,P00201,Rawa Buaya,-6.153908,106.72619
1010,P00127,Layur,-6.193539,106.89909
1011,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082
1012,B01115P,Jln. H. Kincan Rawa Buaya,-6.164413,106.7355
1013,B04553P,Sbr. TK Dinamika,-6.29502,106.90397
1014,B00040P,Ampera Yos Sudarso,-6.122624,106.89322
1015,B01306P,Jln. KS Tubun II,-6.1919,106.80579
1016,B00364P,Flyover Ps. Klender 2,-6.211371,106.90103
1017,B05998P,St. Ancol Pintu 3,-6.12877,106.84083
1018,B02328P,Masjid Jami Al-Baidlo,-6.295729,106.89896
1019,B03186P,RSAU Dr Esnawan Antariska 2,-6.256569,106.89139
1020,B01715P,Jln. Wr Supratman,-6.305661,106.75749
1021,P00017,Blok M,-6.243312,106.80175
1022,B06443P,Jln. Pramuka 1,-6.195283,106.860021
1023,B03131P,RS Dr Mintohardjo,-6.211193,106.81231
1024,B05419P,SPBU Yos Sudarso,-6.145808,106.88999
1025,B06770P,Jln. Aneka Elok 2,-6.223013,106.891085
1026,B03431P,SDN Sukasari Enam 2,-6.189308,106.64182
1027,B03173P,RS Restu Kasih,-6.26606,106.86598
1028,B00109P,Bangau VI,-6.169278,106.84271
1029,P00153,Pasar Induk Kramat Jati,-6.294215,106.87203
1030,B01311P,Jln. Kwitang Timur,-6.173788,106.85185
1031,B05785P,TPU Kb. Nanas 2,-6.232106,106.88017
1032,B01092P,Jln. Hadiah Utama II,-6.161501,106.77987
1033,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024
1034,B06606P,Jln. H. Oyar,-6.17692,106.91824
1035,B00402P,Gg. Ampera BMW Astra,-6.292546,106.790025
1036,B06724P,SDN Rawa Terate,-6.188059,106.923138
1037,B01692P,Jln. Tugu Indah,-6.123127,106.92665
1038,B02060P,Komplek Perum Ad Cibubur,-6.365857,106.88841
1039,B00421P,Gg. Beringin V RS Soekanto,-6.22752,106.93304
1040,B00555P,Gg. Sawo 2,-6.201669,106.93518
1041,B01481P,Jln. Pesanggrahan,-6.308339,106.75598
1042,B02615P,Ps. Inpres Cipinang Besar,-6.22645,106.88078
1043,B01591P,Jln. SMP 175,-6.319534,106.82512
1044,B02518P,Musholla Al Mukhlisin 1,-6.127835,106.9179
1045,B03167P,RS Polri Jaktim,-6.27067,106.86732
1046,P00117,Kota Harapan Indah 2,-6.193912,106.97356
1047,P00110,Kedoya Assiddiqiyah,-6.174495,106.76585
1048,P00054,Duri Kepa,-6.185266,106.76842
1049,B00564P,Gg. Suzuki,-6.184571,106.90797
1050,B05742P,Tip Top Rawamangun,-6.201153,106.88606
1051,B02600P,Ps. Ciputat,-6.315627,106.74688
1052,B02140P,Lintas Atas Kuningan Mampang,-6.237898,106.82676
1053,B06633P,Sbr. Kel. Ps. Minggu,-6.285514,106.84058
1054,B01793P,Kali Besar Barat 1,-6.135487,106.81131
1055,B03211P,RSUD Koja,-6.108205,106.89982
1056,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781
1057,B03165P,RS PIK 2,-6.112549,106.75264
1058,B02691P,Ps. Timbul,-6.17289,106.79538
1059,B03281P,Rusun Komarudin,-6.208781,106.94252
1060,B05384P,SMPN 43,-6.240281,106.82639
1061,B02475P,Monas 1,-6.172531,106.82315
1062,P00185,Pondok Indah 2,-6.267231,106.78365
1063,B06780P,Jln. Malaka III,-6.226244,106.926968
1064,B01786P,JPO Blok E,-6.184738,106.81492
1065,B05012P,Simpang Meruya Ilir Srengseng,-6.196942,106.75667
1066,B05904P,Yado I,-6.253745,106.79098
1067,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971
1068,B00888P,Jln. Bambu Hubuny,-6.308983,106.89799
1069,B02904P,Polsek Ciputat 2,-6.310464,106.7551
1070,B06632P,Buncit Indah 2,-6.274071,106.83047
1071,B05116P,Simpang Raya Condet Batu Ampar,-6.28409,106.85556
1072,P00007,Balai Kota,-6.180488,106.82646
1073,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808
1074,B03827P,Sbr. Jln. Rorotan V Gg. 1,-6.136168,106.95481
1075,B03412P,SDN Pisangan Timur 10,-6.204246,106.88248
1076,B00444P,Gg. Gading II Pisangan Timur,-6.205063,106.88175
1077,B01852P,Kayuringin 1,-6.245825,106.99277
1078,B04686P,Setiabudi Utara 2,-6.207513,106.8294
1079,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515
1080,B01200P,Jln. Kapuas Cideng Barat,-6.175132,106.81166
1081,B01424P,Jln. Nusa Indah IV,-6.218007,106.93406
1082,B01350P,Jln. Mangga Besar 13,-6.141214,106.82696
1083,B05470P,St. LRT Boulevard Utara 2,-6.159539,106.90573
1084,B02544P,Pacuan Kuda Pulo Mas 2,-6.179981,106.88736
1085,B01584P,Jln. Simprug Golf 2,-6.227607,106.79042
1086,B01517P,Jln. Pucung 1 Munggang,-6.27934,106.85085
1087,B01839P,Kartika Candra,-6.228333,106.81878
1088,B01602P,Jln. Sumanggung 3,-6.171242,106.90278
1089,B04576P,Sbr. Univ. Mercu Buana,-6.210273,106.73786
1090,B05378P,SMPN 252,-6.239351,106.94234
1091,B04721P,Simpang Belly 2,-6.332179,106.86749
1092,B03746P,Sbr. Jln. Kebagusan III,-6.309188,106.827
1093,B05379P,SMPN 258,-6.357133,106.87444
1094,B05781P,TPU Bungur,-6.247208,106.77889
1095,B05445P,St. Gondangdia 2,-6.185054,106.8323
1096,B05733P,THB Cluster Nirwana,-6.182299,106.99536
1097,B00257P,Cililitan Kecil,-6.261889,106.86423
1098,B06897P,Jln. Munggang,-6.276186,106.852082
1099,B02945P,Pool PPD Ciputat,-6.331231,106.74851
1100,B05305P,SMK Tj. Priok 2,-6.113836,106.91102
1101,B01488P,Jln. Petojo Barat V,-6.163077,106.81043
1102,B00104P,Balai Pertamina,-6.229555,106.79052
1103,B05714P,Term. Muara Angke 2,-6.109001,106.77349
1104,B03099P,Roda Mas Baja Intan,-6.141794,106.82785
1105,B00544P,Gg. Rukun Lingkar Timur,-6.198644,106.94442
1106,B00185P,Brimob Pejaten Barat 2,-6.270925,106.84644
1107,B06821P,Jln. Tebet Timur Dalam III,-6.230881,106.858358
1108,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877
1109,B03385P,SDN Kota Bambu 03,-6.188023,106.80801
1110,B05409P,SPBU Limo Cinere,-6.343345,106.77832
1111,B04265P,Sbr. Raffles Christian School,-6.279423,106.77872
1112,B05814P,Tugu Tani 1,-6.181662,106.83288
1113,B02844P,Pintu Exit Term. Pulo Gebang,-6.210368,106.95232
1114,B04883P,Simpang Jembatan Lima,-6.142897,106.80668
1115,B03318P,Sawo Kecik Raya,-6.224852,106.85489
1116,B00035P,Ampera 1,-6.292069,106.81774
1117,B04486P,Sbr. SMPN 232,-6.202926,106.88278
1118,B02396P,Mega Kuningan,-6.224556,106.82677
1119,B01067P,Jln. Gading Mas Barat IV,-6.167384,106.91019
1120,B04384P,Sbr. Sekolah Daarun Naiim,-6.158908,106.70489
1121,B00363P,Flyover Ps. Klender 1,-6.211058,106.90153
1122,B01322P,Jln. Limo Grogol Utara,-6.22506,106.77851
1123,B03372P,SDN Jati 07,-6.202444,106.89727
1124,B00190P,BSI 1,-6.237724,106.76225
1125,B04112P,Sbr. Mushola Al Hidayah Bukit Duri,-6.222635,106.85527
1126,B00106P,Balaikota Depok 2,-6.394973,106.82277
1127,B02503P,Museum Proklamasi,-6.200007,106.83113
1128,B03395P,Pal Batu 3,-6.225075,106.84149
1129,B02991P,Premier Terrace,-6.329721,106.87537
1130,B04748P,Simpang Camar 2,-6.113256,106.9193
1131,B00822P,Jagal 1,-6.190849,106.93465
1132,B03077P,Ratu Prabu,-6.292014,106.80853
1133,B00184P,BRI Menteng,-6.186792,106.83514
1134,B05413P,SPBU Pinang Ranti 2,-6.291064,106.88845
1135,B05567P,Suzuki Panjang Arteri,-6.191998,106.76896
1136,B00516P,Gg. Mawar Kb. Jeruk,-6.197361,106.7672
1137,B02435P,Metro Pondok Indah,-6.265966,106.78347
1138,B02575P,Panti Perwira,-6.181245,106.8374
1139,B04910P,Simpang Kebantenan VIII,-6.109712,106.9303
1140,B05632P,Taman Palem Lestari,-6.139986,106.72956
1141,B03010P,Puri Ardhya Garini,-6.25703,106.88392
1142,B02994P,PTUN Jakarta,-6.196388,106.84025
1143,B01680P,Jln. Tiang Bendera III,-6.134768,106.80901
1144,B03585P,Sbr. Gereja HKBP Cipete,-6.272336,106.80074
1145,B05325P,SMKN 60,-6.185923,106.77188
1146,B02887P,Pluit Karang Indah,-6.117576,106.78311
1147,P00129,Mampang Prapatan,-6.242699,106.82572
1148,B02076P,Konsil Kedokteran Indonesia,-6.194458,106.83649
1149,B02538P,One Belpark 1,-6.304695,106.79445
1150,B02477P,Monas 3,-6.178787,106.82304
1151,B02056P,Komplek Pemda 1,-6.212493,106.61943
1152,B04671P,Selapa Polri,-6.286492,106.77119
1153,B03681P,Sbr. Jln. Damai,-6.242744,106.90195
1154,B02702P,Pecenongan 2,-6.167856,106.8275
1155,B01704P,Jln. Warakas I Gg. 8,-6.117623,106.87674
1156,B01312P,Jln. Lagoa Kanal,-6.111979,106.88416
1157,B05783P,TPU Karet Bivak,-6.201241,106.814
1158,B01519P,Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376
1159,B04733P,Simpang Budaya Batu Ampar 1,-6.273166,106.86047
1160,B03857P,Sbr. Jln. Sunter Jaya VI,-6.160574,106.87244
1161,P00042,Cipinang Kebon Nanas,-6.231659,106.87637
1162,B00196P,Buaran Raya,-6.220456,106.92176
1163,B02195P,Mall Taman Palem 3,-6.140548,106.73011
1164,B05745P,TIS Square,-6.243169,106.84798
1165,B02558P,Pam Jaya DKI,-6.203455,106.80794
1166,B02840P,Pintu Air Menteng,-6.19598,106.83266
1167,B00412P,Gg. Balai Rakyat Balekambang,-6.293289,106.85517
1168,B02842P,Pintu Barat Ragunan 1,-6.310788,106.81622
1169,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227
1170,B01012P,Jln. Cipulir 1,-6.237267,106.7754
1171,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005
1172,B04605P,Sbr. Jln. Cilincing Bakti,-6.106478,106.93343
1173,B00432P,Gg. Cengkeh Lubang Buaya,-6.292786,106.90519
1174,B02115P,Lapangan Bola Danu Setiawan,-6.252242,106.89466
1175,B01512P,Jln. Pondok Labu 1A,-6.301927,106.79248
1176,B05416P,SPBU Shell Rempoa,-6.265358,106.76615
1177,B02405P,Melati Mas Residence 2,-6.271291,106.65563
1178,B01969P,Kementerian Pariwisata,-6.1795,106.82255
1179,B02622P,Ps. Kam 1,-6.231702,106.8742
1180,B04139P,Sbr. Ps. Deprok,-6.218408,106.89398
1181,B01829P,Karang Asri,-6.112414,106.77306
1182,B00227P,Carrefour Buaran,-6.218653,106.9237
1183,B00608P,Gelanggang Remaja Pasar Minggu,-6.284615,106.83787
1184,B00612P,Gelora Bung Karno 2,-6.224126,106.80558
1185,B06736P,Jln. Pakubuwono VI,-6.239586,106.786544
1186,B03296P,Rusun Tanah Abang 1,-6.192314,106.81481
1187,B02670P,Ps. Pulo Gadung 1,-6.187336,106.90597
1188,B00137P,Bidara 2,-6.106075,106.95942
1189,B06579P,Blok M Jalur 4,-6.243474,106.80188
1190,B05796P,Transjakarta Pintu 1,-6.252682,106.87358
1191,B04559P,Sbr. TK Tarakanita 5,-6.202364,106.88301
1192,B03245P,Ruko Mall Mangga Dua,-6.136684,106.82372
1193,B04469P,Sbr. SMPN 148,-6.218411,106.89498
1194,B05022P,Simpang Otista III Utara,-6.231843,106.86776
1195,B03056P,Puskesmas Kel. Warakas,-6.120743,106.87539
1196,B04145P,Sbr. Ps. Hipli Semanan,-6.156922,106.70563
1197,B00355P,Flyover Jatinegara 2,-6.215074,106.87332
1198,B02957P,Pos Jaga Trikora 2,-6.241673,106.87978
1199,B06573P,SPBU Jln. DI Panjaitan,-6.233702,106.8766
1200,B01252P,Jln. Kelapa Nias IV,-6.152909,106.90938
1201,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969
1202,B02010P,Kolong Tol Jakarta Serpong 2,-6.256039,106.76062
1203,B00578P,Gg. Waru,-6.305813,106.91201
1204,B05884P,Wisma Asia II,-6.189386,106.79791
1205,B04449P,Sbr. SMKN 12,-6.115799,106.88564
1206,B02486P,MTsN 38,-6.158498,106.95721
1207,B01147P,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054
1208,B02106P,Kusuma Timur Vihara Dharma Bhakti,-6.144916,106.78076
1209,B02170P,Madya Kebantenan,-6.114347,106.9265
1210,B02595P,Ps. Cibubur,-6.345631,106.87229
1211,B00354P,Flyover Jatinegara 1,-6.215301,106.87356
1212,B02347P,Masjid Jami Fathurrahman Ciracas,-6.318244,106.87303
1213,B02392P,Mayestik 2,-6.241772,106.79096
1214,B02718P,Pemadam Pos Tebet,-6.240021,106.84547
1215,B00229P,Carrefour Lebak Bulus,-6.287529,106.7768
1216,B00122P,Baywalk 2,-6.110359,106.77961
1217,P00181,Pluit,-6.115795,106.79037
1218,P00199,Ragunan,-6.305769,106.81949
1219,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866
1220,P00095,JIS,-6.126689,106.85587
1221,B06652P,Penggilingan 1,-6.214459,106.93945
1222,B05768P,Tol Bekasi Timur 1,-6.263808,107.01671
1223,B00824P,Jaha,-6.292428,106.81245
1224,B03940P,Sbr. Kel. Tebet Timur,-6.229283,106.85835
1225,B02870P,Plaza Pp Condet 2,-6.302391,106.85775
1226,B01807P,Kampung Padaengan 2,-6.189465,106.93484
1227,B05111P,Simpang Raya Bogor Suci,-6.318777,106.86512
1228,B01207P,Jln. Karet Pasar Baru Barat VII,-6.212105,106.81764
1229,B00915P,Jln. Bawal Raya Paus,-6.195784,106.8913
1230,B04179P,Sbr. PAUD Bintang Pondok Bambu,-6.245306,106.9058
1231,B01221P,Jln. Kayu Tinggi,-6.18465,106.94523
1232,B06043P,Seberang Food Street,-6.093258,106.74379
1233,B02919P,Pom Bensin Ciputat,-6.321313,106.74627
1234,B05432P,St. Cikini Selatan,-6.200967,106.84287
1235,B06085P,Tebet Eco Park Selatan 2,-6.240297,106.85297
1236,B01792P,Juraganan,-6.220342,106.79119
1237,B00334P,EKS Komplek Gaya Motor,-6.105771,106.93063
1238,B04720P,Simpang Belly 1,-6.332931,106.86756
1239,B03886P,Sbr. Jl H Emuntipala I,-6.277035,106.87761
1240,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519
1241,B01857P,Kebagusan Raya,-6.296314,106.82703
1242,B00495P,Gg. Kelor 2,-6.211486,106.86066
1243,B02514P,Mushola As Salam Batu Ampar,-6.271313,106.86033
1244,B03905P,Sbr. Kec. Pasar Minggu,-6.285526,106.83549
1245,B01359P,Jln. Manunggal Bakti Kalisari,-6.335016,106.85277
1246,B03198P,RSJ Dr Soeharto Heerdjan,-6.162636,106.78956
1247,B05317P,SMKN 42,-6.144079,106.72937
1248,P00116,Kota Harapan Indah 1,-6.193598,106.97335
1249,B02876P,PLN Corporate University 2,-6.300935,106.82136
1250,B01388P,Jln. Menteng Atas Raya,-6.214616,106.83799
1251,B01950P,Kel. Susukan,-6.312595,106.87518
1252,B02958P,Pos Jaga Utama 1,-6.26076,106.88872
1253,B04795P,Simpang Deplu Veteran Raya,-6.271822,106.76451
1254,B04940P,Simpang Kesemek 2,-6.113324,106.92085
1255,B02395P,Mediterania Garden Residences,-6.173818,106.7882
1256,B01280P,Jln. Kesehatan IV Cideng Timur,-6.172622,106.81142
1257,B02517P,Mushola Nurul Huda Petukangan,-6.247018,106.75185
1258,B02144P,Lippo Mall Kramat Jati,-6.270835,106.86741
1259,B06029P,Koperasi,-6.285978,106.83071
1260,B01001P,Jln. Cilandak V,-6.287313,106.79558
1261,P00213,Salemba Carolus,-6.196781,106.85102
1262,B04021P,Sbr. Masjid Al Fida Komodor Halim,-6.262977,106.88503
1263,B01166P,Jln. Janur Indah XI,-6.155924,106.90801
1264,B04077P,Sbr. Masjid Nurul Jannah Marunda,-6.119226,106.95707
1265,B05291P,SMK Darussalam,-6.319946,106.74598
1266,B03475P,Sbr. Cilincing Baru Raya,-6.106928,106.9271
1267,B02397P,Mega Mall Bekasi,-6.250287,106.992
1268,B01618P,Jln. Swadarma Utara VI,-6.227071,106.76054
1269,B03319P,SD 01 Taman Mpu Sendok,-6.231785,106.81025
1270,B00056P,Apartemen Kedoya Elok 2,-6.188259,106.76855
1271,B03142P,RS Hermina,-6.22085,106.86512
1272,B04359P,Sbr. SDN Palmerah 09,-6.207764,106.78798
1273,B05129P,Simpang Rukun 1,-6.308156,106.91758
1274,B05463P,St. Lenteng Agung 1,-6.330883,106.83542
1275,B06237P,Pertamina Marine III,-6.108387,106.90567
1276,B01310P,Jln. Kuning Tua,-6.164733,106.90996
1277,B00570P,Gg. Timbul Jaya Daan Mogot,-6.153096,106.72239
1278,B01004P,Jln. Cilincing Baru Raya,-6.106927,106.92672
1279,B03936P,Sbr. Kel. Tambora,-6.146476,106.80706
1280,B00856P,Jln. Anggrek Srengseng,-6.19818,106.75616
1281,B06733P,Jln. Pangeran Antasari III,-6.257481,106.807869
1282,B00563P,Gg. Suka Damai,-6.295718,106.89906
1283,P00146,Pangeran Jayakarta,-6.137611,106.81792
1284,B02159P,LP Cipinang,-6.214568,106.88574
1285,B00249P,Cideng Timur,-6.166537,106.81073
1286,B03090P,Raya Penggilingan,-6.183068,106.93194
1287,B04925P,Simpang Kemang Selatan 2,-6.274106,106.82045
1288,B00923P,Jln. Belanak II Rawamangun,-6.200972,106.89065
1289,B00616P,Gerbang Tol Bambu Apus 2,-6.308108,106.89647
1290,B03662P,Sbr. Jln. Bumi Sutera Cibubur,-6.35043,106.87757
1291,B02720P,Pemadam Tj. Duren,-6.17371,106.78793
1292,B02353P,Masjid Jami Nurul Fauz,-6.165887,106.72476
1293,B00606P,Gelanggang Remaja Ciracas,-6.33946,106.88226
1294,B05770P,Tol Kb. Jeruk 1,-6.1902,106.7676
1295,P00022,Bulak Kapal 1,-6.250708,107.02395
1296,B06150P,Pulo Jaya,-6.194979,106.92242
1297,B04044P,Sbr. Masjid At Taqwa Karang Tengah,-6.151164,106.97219
1298,B01301P,Jln. Kramat Lubang Buaya,-6.291363,106.90599
1299,B00946P,Jln. Buah Cijantung,-6.329411,106.86572
1300,B06734P,Jln. Barito II,-6.248884,106.795853
1301,B02839P,Pintu Air Kalimati,-6.138809,106.8329
1302,B04293P,Sbr. RS Pelni Petamburan,-6.192916,106.80556
1303,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308
1304,B03557P,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576
1305,B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803
1306,B01721P,Jamsostek Gatot Subroto,-6.232925,106.82187
1307,B06066P,Polres Metro Jakpus,-6.159496,106.8514
1308,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929
1309,B00041P,Ananda Pulo Gadung,-6.185254,106.90716
1310,B04007P,Sbr. Malaka 1 Gg. 2 Rorotan,-6.138348,106.95458
1311,B03104P,Roxy,-6.165833,106.80925
1312,B00535P,Gg. Pos Komodor Halim,-6.265611,106.88321
1313,B00335P,Embun Pagi Islamic Elementary School,-6.248768,106.92911
1314,B02709P,Pelabuhan Kali Adem,-6.104615,106.77094
1315,B03922P,Sbr. Kel. Kayu Putih,-6.185784,106.88856
1316,B06047P,Gold Coast,-6.102693,106.74065
1317,B05083P,Simpang Pondok Bambu Batas 2,-6.241533,106.90058
1318,B03356P,SDN Cipinang Besar Selatan,-6.233133,106.88262
1319,B06655P,Walikota Jakarta Timur 2,-6.212722,106.94472
1320,B02325P,Masjid Jami Al Wiqoyah,-6.326852,106.82337
1321,B03540P,Sbr. Gg. Kancil Marunda,-6.106605,106.964807
1322,B02391P,Mayestik 1,-6.242041,106.79116
1323,B06428P,Jln. Galur Sari Barat 2,-6.200101,106.864719
1324,B05908P,Yaspen Islam Al Mamur Ciganjur,-6.345678,106.80344
1325,B02736P,Perdatam,-6.249502,106.84284
1326,B03723P,Sbr. Jln. H. Sanusi Taming,-6.18466,106.77777
1327,B03180P,RS Sumber Waras 1,-6.166392,106.79756
1328,B03670P,Sbr. Jln. Cambela Permai,-6.097476,106.69996
1329,P00122,Kwitang,-6.181051,106.83866
1330,B04065P,Sbr. Masjid Jami Darussalam Pinang,-6.307844,106.79875
1331,B05790P,TPU Pondok Kelapa,-6.237272,106.94293
1332,B01901P,Kelapa Gading Utama,-6.176481,106.89487
1333,B06798P,Jln. Gorda,-6.289593,106.89598
1334,B00667P,GPIB Bukit Moria,-6.241727,106.84454
1335,B02983P,PPI,-6.170855,106.82136
1336,B05570P,Taman Anggrek,-6.17624,106.79281
1337,B03628P,Sbr. Jakarta Taipei School,-6.145918,106.90603
1338,B02230P,Masjid Al Barakah Assyafiiyah,-6.220472,106.8508
1339,B01403P,Jln. Minyak Raya,-6.253372,106.83813
1340,B04560P,Sbr. TK Tunas Harapan,-6.232157,106.75153
1341,B02303P,Masjid Hifdzirrahim,-6.257359,106.75963
1342,P00008,Bandengan Selatan,-6.136318,106.80347
1343,B02616P,Ps. Inpres Kebayoran,-6.235633,106.78445
1344,B02035P,Komplek DPR III Meruya Selatan,-6.214981,106.73294
1345,B02808P,Perumahan KFT 1,-6.135093,106.72983
1346,B05422P,STAI Az Ziyadah 2,-6.222785,106.90469
1347,B02851P,Pintu Masuk PIK 2,-6.203882,106.93521
1348,B00064P,Ariobimo Sentral,-6.227471,106.83328
1349,B04385P,Sbr. Sekolah Fajar Sion,-6.138169,106.81723
1350,B00879P,Jln. B Basmol Raya,-6.161701,106.75176
1351,B05210P,Simpang Tunda Bara TB Simatupang,-6.292612,106.7987
1352,B06468P,Jln. Perjuangan Raya 3,-6.136313,106.90448
1353,B02485P,MTsN 37,-6.09791,106.70237
1354,B02291P,Masjid Cut Meutia 1,-6.186763,106.834
1355,B06184P,Gg. H Sayuti I,-6.212751,106.92367
1356,B05716P,Term. Pasar Minggu 2,-6.282492,106.84455
1357,B05020P,Simpang Nusa Indah VI,-6.21821,106.93627
1358,B00700P,Green Terrace,-6.303484,106.88539
1359,B00130P,Bermis 1,-6.178022,106.89853
1360,B05102P,Simpang Rawa Belong Palmerah Barat,-6.20663,106.78342
