"stopPK","sourceStopID","stopName","stopLat","stopLon"
1831,B04928P,Simpang Kemang Utara Timur,-6.258318,106.8231
1832,B02697P,Patra Kuningan 1,-6.233264,106.8318
1833,,Sbr. Ruko Taman Cemara,-6.180871,106.97758
1834,B05328P,SMKN Jasalena Marunda,-6.127384,106.95669
1835,B03659P,Sbr. Jln. Buaran I,-6.221043,106.91661
1836,B04641P,Sekolah Muhammadiyah Grogol,-6.163319,106.79327
1837,B02749P,Permata Eksekutif 1,-6.216906,106.76541
1838,B01290P,Jln. Komplek Cakrawala,-6.11245,106.91587
1839,B00244P,Chase Plaza,-6.210571,106.82129
1840,B00987P,Jln. Cempedak Pesanggrahan,-6.259823,106.75676
1841,B01433P,Jln. Pahlawan,-6.300584,106.76211
1842,B02921P,Pomad 2,-6.261758,106.84311
1843,B03968P,Sbr. Komplek Dolog Jaya,-6.248114,106.91592
1844,B04902P,Simpang Kapuk Cengkareng,-6.1343,106.73051
1845,B01733P,Jatipadang Raya,-6.293986,106.82335
1846,B05926P,Yayasan Nurul Ihsan Pulo Gebang,-6.215076,106.95527
1847,B05076P,Simpang Pisangan Lama Selatan III,-6.21387,106.87884
1848,B05954P,Jln. Tiong,-6.219243,106.81991
1849,B02707P,Pedati Prumpung 1,-6.219904,106.87421
1850,B00519P,Gg. Mulia Manggarai Selatan,-6.220622,106.84887
1851,B04672P,Semar,-6.310566,106.80451
1852,B01376P,Jln. Masjid Soeprapto,-6.277536,106.87806
1853,B03314P,MH Thamrin 2,-6.188238,106.82277
1854,B04557P,Sbr. TK Kreatif Komimo,-6.143029,106.87258
1855,B05841P,Univ. Tarumanegara Cilandak KKO,-6.293511,106.81635
1856,B06009P,Garasi Parna Raya,-6.14638,106.92353
1857,B00901P,Jln. Baru Tanah Merdeka,-6.307818,106.87362
1858,B03859P,Sbr. Jln. Swadaya II,-6.297206,106.89481
1859,B06713P,Masjid Al-Marzuqiyah,-6.20353,106.922932
1860,B05088P,Simpang Pori Pisangan Lama III,-6.209374,106.87884
1861,B04713P,Simpang Bango Tridharma Raya,-6.303002,106.80452
1862,B04157P,Sbr. Ps. Klender,-6.212317,106.9009
1863,B02999P,Pulo Gadung 4,-6.184383,106.90798
1864,B00215P,Bunda Hati Kudus Jelambar,-6.165552,106.78484
1865,B02379P,Masjid Raya KH Hasyim Asyari,-6.159272,106.71708
1866,B02284P,Masjid Baitul Hilmi Tomang,-6.173897,106.79499
1867,B01010P,Jln. Cipinang Tengah,-6.239989,106.88723
1868,B04239P,Sbr. PPKD Jaktim,-6.247603,106.94229
1869,B05374P,SMPN 235,-6.254954,106.75651
1870,B03719P,Sbr. Jln. H. Minan Kamal,-6.103727,106.7106
1871,B06294P,Gg. Marlina,-6.117402,106.80334
1872,B03654P,Sbr. Jln. Bhakti VII Palmerah,-6.193182,106.78365
1873,P00274,Yos Sudarso Kodamar,-6.162043,106.88169
1874,B06125P,Rutan Salemba,-6.189042,106.860836
1875,B05759P,TK Tarakanita 5,-6.202111,106.88295
1876,B02093P,KPP Pratama Tanah Abang Satu,-6.202066,106.806803
1877,B02765P,Pertigaan Al-Baidho,-6.295983,106.9
1878,B02998P,Pulo Gadung 3,-6.181757,106.90867
1879,B04086P,Sbr. Mesindo Tekninesia,-6.153361,106.95544
1880,B01640P,Jln. Taman Kemang,-6.255317,106.8095
1881,,Kec. Pondok Gede,-6.280944,106.91355
1882,B01863P,Kb. Kangkung,-6.179638,106.644
1883,B05030P,Simpang Pangeran Komarudin 1,-6.184719,106.94319
1884,B03144P,RS Islam Pondok Kopi,-6.220062,106.93908
1885,B03458P,Sbr. Bercabuana Sakti,-6.269784,106.76547
1886,B03091P,Raya Pulo Gebang Akses St. Cakung,-6.216671,106.95301
1887,B04378P,Sbr. Sekolah At Taqwa Karang Tengah,-6.150003,106.97192
1888,B03039P,Puskesmas Batu Ampar,-6.283558,106.85936
1889,B06160P,Pertamina Term. Priok,-6.107837,106.90132
1890,P00111,Kedoya Green Garden,-6.164435,106.76301
1891,B02465P,Minimarket Sunter Jaya 2,-6.154491,106.86168
1892,B04457P,Sbr. SMKN 63,-6.35165,106.79853
1893,P00255,Terminal Bekasi,-6.249502,107.01339
1894,B00158P,Blok E,-6.18497,106.81463
1895,B01201P,Jln. Kapuk 2,-6.216186,106.90024
1896,B03826P,Sbr. Jln. Rawa Kepa IX,-6.174075,106.80321
1897,B06581P,Sbr. Gg. I Jln. Cipeucang V,-6.11437,106.90139
1898,B04810P,Simpang Gg. Macan Daan Mogot,-6.162659,106.77298
1899,B01430P,Jln. Otista III Komplek IV,-6.231907,106.87555
1900,B03045P,Puskesmas Duren Sawit,-6.241844,106.9109
1901,B00156P,Blok A,-6.188462,106.81558
1902,B04375P,Sbr. SDN Tengah 06,-6.292621,106.86173
1903,B01494P,Jln. Pinang IIIb,-6.308157,106.79798
1904,B02432P,Mess Wirayudha 1,-6.241569,106.88041
1905,B03750P,Sbr. Jln. Kemang Selatan VIII,-6.268532,106.8157
1906,B00307P,Dinas Lingkungan Hidup,-6.264168,106.87033
1907,B02633P,Ps. Klender,-6.212603,106.901141
1908,B06190P,Jln. Pangkalan Jati VI A,-6.25476,106.90641
1909,B03407P,SDN Penjaringan 3,-6.12509,106.80254
1910,B01238P,Jln. Kb. Nanas Selatan II,-6.231955,106.87124
1911,B04722P,Simpang Benda Raya Prepedan,-6.106666,106.70192
1912,B04872P,Simpang Jln. Pisangan Lama,-6.211274,106.87876
1913,B02630P,Ps. Kemiri 2,-6.164851,106.74934
1914,B02849P,Pintu Keluar Ps. Induk,-6.295914,106.87165
1915,P00250,Tebet Eco Park II Arah Timur,-6.243056,106.85208
1916,P00166,Pemuda Pramuka,-6.192795,106.87498
1917,B03073P,Ramayana Cengkareng,-6.153197,106.72803
1918,B03466P,Sbr. Bumi Gotong Royong,-6.326549,106.8534
1919,B01616P,Jln. Swadarma Raya,-6.237451,106.76089
1920,B02587P,Ps. Bintang Mas 1,-6.206829,106.79052
1921,P00285,Sunter Kelapa Gading Arah Selatan,-6.142894,106.89091
1922,B02239P,Masjid Al Hawi Cililitan,-6.263505,106.86419
1923,B00552P,Gg. Samudera Casa Goya,-6.198942,106.77778
1924,B01417P,Jln. Nangka 1,-6.303876,106.84724
1925,B03954P,Sbr. Klinik Yadika Petukangan,-6.248516,106.75488
1926,P00278,BNN Arah Timur,-6.246264,106.87308
1927,B01318P,Jln. Lapangan Tenis Srengseng,-6.205207,106.7583
1928,B01691P,Jln. Tubagus Baddarudin,-6.21249,106.89767
1929,B04645P,Sekolah Pelita II Kb. Jeruk,-6.164602,106.77199
1930,B00456P,Gg. H. Ahmad Nado,-6.304413,106.80243
1931,B03478P,Sbr. Cipinang Lontar,-6.214204,106.88839
1932,B05280P,SMAN 8,-6.218257,106.85954
1933,B02974P,Pospol Makasar,-6.246997,106.90659
1934,B02394P,Mediterania Boulevard,-6.116048,106.76505
1935,B02371P,Masjid Nurul Jannah Marunda,-6.119283,106.95712
1936,B06793P,Gg. Nangka Halim,-6.266664,106.881701
1937,B05407P,SPBU Industri Kemayoran,-6.14864,106.83832
1938,B04859P,Simpang Jln. Kalibaru Timur VI,-6.169095,106.85209
1939,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703
1940,B04563P,Sbr. TPU Budi Darma,-6.119884,106.92917
1941,B01965P,Kementan,-6.294976,106.82448
1942,B04275P,Sbr. RS Aulia,-6.334599,106.82757
1943,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665
1944,B04637P,Sekolah Lemuel,-6.198212,106.803304
1945,B05513P,St. Tebet Pintu Barat,-6.226641,106.85819
1946,B02318P,Masjid Jami Al Makmur 2,-6.18896,106.81516
1947,B00664P,GOR Sumantri 2,-6.221038,106.83189
1948,B06387P,Jln. Panjang,-6.230456,106.77193
1949,B02936P,Pool Blue Bird Cijantung,-6.321667,106.86516
1950,B06302P,Jln. Kencana Timur,-6.126985,106.72962
1951,B01697P,Jln. Villa Ampera,-6.273183,106.81589
1952,B00990P,Jln. Cibubur I,-6.346745,106.87343
1953,B05725P,Term. Senen,-6.17356,106.84213
1954,B05730P,Teuku Cik Ditiro,-6.200319,106.83741
1955,B01695P,Jln. Veteran 1,-6.253781,106.83581
1956,B03089P,Raya Gading Bukit Indah,-6.147947,106.89919
1957,B00296P,Dapsus 2,-6.301728,106.79463
1958,B06653P,Penggilingan 2,-6.214423,106.93973
1959,B03779P,Sbr. Jln. Mantang,-6.112096,106.90844
1960,B01979P,Khong Guan Wahid Hasyim,-6.187193,106.82815
1961,B03300P,Saadatudarain,-6.217713,106.79229
1962,B03387P,SDN Lagoa,-6.112279,106.91169
1963,B03057P,Puskesmas Kota Bambu Selatan,-6.186436,106.80737
1964,P00030,Cawang Ciliwung Arah Timur,-6.243012,106.86354
1965,B05505P,St. Tanah Abang 3,-6.183388,106.8122
1966,B04161P,Sbr. Ps. Mandiri Kelapa Gading,-6.160953,106.90872
1967,B06418P,Sbr. Gg. Mushola Baburrahman,-6.179744,106.851689
1968,B04257P,Sbr. Puskesmas Pasar Minggu,-6.320987,106.82535
1969,B01182P,Jln. Jiban I Grogol Selatan,-6.233904,106.78375
1970,B02911P,Polsek Makasar,-6.290974,106.8845
1971,B01429P,Jln. Olahraga I Raya Condet,-6.266695,106.86058
1972,B02727P,Pengadegan Barat VI,-6.250117,106.85397
1973,B06090P,Jln. Menceng Raya,-6.123454,106.71804
1974,B06080P,Jln. Sunter Permai 2,-6.131551,106.86248
1975,B02282P,Masjid Attahiriyah,-6.225242,106.86019
1976,B04934P,Simpang Kembangan Utara Bojong Raya,-6.171175,106.73311
1977,B00388P,Galur 2,-6.174192,106.855
1978,B04284P,Sbr. RS Islam Pondok Kopi,-6.220193,106.93904
1979,B05661P,Taman Wahidin,-6.166873,106.83918
1980,B04522P,Sbr. Taman Buni,-6.331421,106.80803
1981,B03169P,RS Pusat Pertamina 1,-6.241352,106.79315
1982,B06314P,Sbr. Gg. VIII Muara Baru,-6.122885,106.80408
1983,B02286P,Masjid Baitul Mukhlish Serdang,-6.155614,106.85854
1984,B02822P,Pesona Khayangan,-6.382532,106.83001
1985,B05029P,Simpang Palmerah Barat Rawa Belong,-6.206758,106.78372
1986,B04897P,Simpang Kampung Jembatan 1,-6.208642,106.93576
1987,B04581P,Sbr. Versailles,-6.308522,106.67339
1988,B00656P,Gongseng,-6.326712,106.86376
1989,B00200P,Budi Kemulyaan,-6.180223,106.8178
1990,B05910P,Yayasan Al Azhar Syuhada,-6.326569,106.82067
1991,B01206P,Jln. Karet Pasar Baru Barat IV,-6.209179,106.81756
1992,B01909P,Kel. Cililitan,-6.259599,106.86875
1993,B01596P,Jln. Srengseng Dalam Lap Bola,-6.203141,106.75978
1994,B05777P,TPA As Sholihin,-6.179921,106.90687
1995,B04304P,Sbr. Rukan Radin Inten II,-6.235496,106.92272
1996,B04538P,Sbr. Taman Wiladatika,-6.369769,106.89298
1997,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935
1998,B03284P,Rusun Marunda 2,-6.09826,106.96218
1999,B05546P,Sumur Bor 3,-6.152746,106.71878
2000,B00439P,Gg. Elang II Kebantenan,-6.111453,106.92886
2001,B05259P,SMAN 109,-6.344687,106.83351
2002,B02830P,Pharmin,-6.182988,106.81306
2003,B05183P,Simpang Tb Simatupang Tunda Bara,-6.292999,106.7987
2004,B05319P,SMKN 49,-6.129409,106.95577
2005,B01130P,Jln. H. Muslim,-6.309044,106.79365
2006,B00512P,Gg. Marang,-6.217246,106.74855
2007,B03957P,Sbr. Komarudin Timur Lingkar Timur,-6.196082,106.94392
2008,B04174P,Sbr. Ps. Timbul,-6.17296,106.7954
2009,B02671P,Ps. Pulo Gadung 2,-6.18751,106.90589
2010,B05049P,Simpang Ps. Rawamangun,-6.198321,106.89001
2011,B06911P,Senayan JCC 3,-6.208123,106.8042
2012,B04106P,Sbr. MTsN 25 Jakarta,-6.214833,106.89575
2013,B03819P,Sbr. Jln. Pondok Labu 1A,-6.301876,106.79244
2014,B06910P,Perpustakaan Riset BPK,-6.206333,106.8027
2015,B06727P,Ps. Cipete,-6.280261,106.807483
2016,B06170P,Ps. Bambu Kuning,-6.131875,106.85546
2017,B04979P,Simpang Mahoni Cempaka,-6.115972,106.91335
2018,B03630P,Sbr. Jln. Al Hidayah Basmol,-6.163322,106.75056
2019,B03955P,Sbr. Kodam Bintaro,-6.259531,106.75878
2020,B00265P,Cipinang Kb. Nanas 2,-6.231453,106.87647
2021,B05339P,SMPN 106,-6.314971,106.87411
2022,B03985P,Sbr. Koramil Pondok Gede,-6.282825,106.91394
2023,B02623P,Ps. Kam 2,-6.231603,106.87402
2024,B06858P,Gg. Bulak I Rorotan,-6.132931,106.955238
2025,B06704P,SMAN 41,-6.130692,106.85304
2026,B02596P,Ps. Cipinang Kebembem,-6.211809,106.88692
2027,B04443P,Sbr. SMK Kartika X-2,-6.252352,106.75638
2028,B03223P,Rukan Balai Pustaka,-6.198484,106.88611
2029,B04330P,Sbr. SDN Cipedak 03,-6.349013,106.80931
2030,B03408P,SDN Pesanggrahan 10,-6.259714,106.75688
2031,,Sbr. Gg. Langgar Kelapa Dua,-6.213145,106.76935
2032,,Gg. Al Mawaddah Tengah,-6.287911,106.86292
2033,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013
2034,B05836P,Univ. Sahid 2,-6.235598,106.84415
2035,P00214,Salemba UI,-6.193373,106.84891
2036,B01483P,Jln. Petak Baru,-6.139494,106.8079
2037,B02368P,Masjid Nurul Iman Joglo,-6.21731,106.76208
2038,B02197P,Mampang 5,-6.24539,106.82584
2039,B04370P,Sbr. SDN Semanan 01,-6.159879,106.70493
2040,B05694P,Telkom Tj. Priok,-6.11025,106.8842
2041,B00850P,Jln. Alhidayah III,-6.298639,106.9064
2042,B04583P,Sbr. Villa Cibubur Indah,-6.360054,106.88891
2043,B03306P,Sakura Garden City,-6.322444,106.88866
2044,B03152P,RS Mediros,-6.179626,106.90387
2045,P00061,Galur,-6.174388,106.85485
2046,B03661P,Sbr. Jln. Bumi Pratama III,-6.296413,106.8784
2047,B05776P,Total Buah Rawamangun,-6.196598,106.88975
2048,B01817P,Kantor Pos Dukuh,-6.291703,106.87567
2049,B02755P,Perpustakaan Nasional,-6.180673,106.82643
2050,B01610P,Jln. Sungai Sambas VI,-6.246441,106.7978
2051,B06031P,SMU Balai Rakyat,-6.285105,106.83694
2052,B05227P,Singapore International School,-6.149554,106.915842
2053,B03177P,RS Siloam,-6.292071,106.78467
2054,B05086P,Simpang Pondok Baru Gongseng Raya,-6.326243,106.85929
2055,B00486P,Gg. Harapan I Jagakarsa,-6.313476,106.81269
2056,B03619P,Sbr. Hotel Mulia,-6.214132,106.79537
2057,B05303P,SMK Satria Srengseng,-6.208852,106.75889
2058,B04880P,Simpang Jatinegara Timur IV,-6.222277,106.86838
2059,B05300P,SMK Ristek Kikin,-6.206887,106.93519
2060,B03006P,Pulo Mas Ruko,-6.178306,106.89677
2061,P00005,ASMI,-6.171797,106.8888
2062,B03154P,RS Mitra Kelapa Gading,-6.152389,106.89745
2063,B05266P,SMAN 38,-6.336201,106.83579
2064,B02361P,Masjid Luar Batang,-6.126266,106.8044
2065,B00881P,Jln. Bacang Lubang Buaya,-6.288935,106.89713
2066,B06862P,Masjid Pasmar Marunda,-6.116057,106.95214
2067,B03583P,Sbr. Gelanggang Remaja Tj. Priok,-6.138765,106.87197
2068,B02753P,Permata Hijau RS Medika 2,-6.218114,106.777
2069,B03086P,Raya Bekasi Pulo Gebang 1,-6.187709,106.96005
2070,B02134P,Lenteng Agung Barat,-6.308962,106.83803
2071,B01313P,Jln. Langgar,-6.218336,106.75392
2072,B01435P,Jln. Pakarena,-6.170344,106.90914
2073,B03396P,Kota Kasablanka,-6.224688,106.84246
2074,B01657P,Jln. Tanah Tinggi III,-6.175078,106.84765
2075,B03455P,Sbr. Balai Rakyat,-6.224423,106.89902
2076,B02532P,Nifarro Park,-6.263007,106.84332
2077,B03377P,SDN Johar Baru 10,-6.181262,106.86023
2078,B05764P,TMP Kalibata,-6.255523,106.84561
2079,B02848P,Pintu Kawasan 2,-6.1896,106.90629
2080,B04431P,Sbr. SMAN 75,-6.13518,106.9216
2081,B05847P,UP Angkutan Sekolah,-6.287636,106.87258
2082,B02823P,Pesona Square,-6.379606,106.84312
2083,B02833P,Pintu 2 Jembatan Semanan Raya,-6.155916,106.70954
2084,B06572P,Jln. Kejaksaan Pondok Bambu,-6.23807,106.89957
2085,B03861P,Sbr. Jln. Swasembada Barat V,-6.125172,106.88492
2086,B00560P,Gg. Service,-6.297451,106.90346
2087,B04623P,Sekolah Cahaya Sakti Otista I,-6.225391,106.86708
2088,B03956P,Sbr. Koko Semesta,-6.115511,106.92671
2089,B03666P,Sbr. Jln. Busika Raya Ciracas,-6.330074,106.87292
2090,,Kel. Balekambang,-6.28163,106.84996
2091,B02577P,Panti Sosial Bina Laras 1,-6.146185,106.71808
2092,B03280P,Rusun Klender,-6.216567,106.92868
2093,B04341P,Sbr. SDN Jagakarsa 01,-6.328227,106.82021
2094,B01696P,Jln. Veteran 2,-6.253771,106.83574
2095,B03618P,Sbr. HKBP Petukangan,-6.236565,106.75155
2096,,Rusun Rorotan 2,-6.149932,106.95478
2097,B04745P,Simpang Bungur Mahakam,-6.31873,106.88377
2098,B00937P,Jln. Bima Kemanggisan,-6.185818,106.78728
2099,B03535P,Sbr. Gg. H. Saibun Jati Padang,-6.289734,106.82889
2100,B02162P,LPP RRI 2,-6.252092,106.79141
2101,B03299P,Rusun Waduk Pluit,-6.111456,106.80022
2102,,Sbr. STIE Rawamangun,-6.189758,106.88385
2103,B01847P,Kav Polri Blok H Jagakarsa,-6.312293,106.81629
2104,,Simpang Jln. Kramat Jaya 2,-6.108692,106.91742
2105,B05247P,SMA Islam As Syafiiyah 01,-6.220766,106.85339
2106,B01859P,Kebayoran Baru Velbak 1,-6.239561,106.78532
2107,B00394P,Gg. Ahmad Squadron,-6.268976,106.87751
2108,B03782P,Sbr. Jln. Manunggal Meruya Selatan,-6.203268,106.73889
2109,P00068,Gatot Subroto LIPI Arah Timur,-6.226549,106.8174
2110,B02647P,Pasar Minggu,-6.284413,106.84414
2111,B04394P,Sbr. Sekolah Pelita II Kb. Jeruk,-6.16481,106.77141
2112,B04243P,Sbr. Puri Ardhya Garini,-6.256831,106.88392
2113,B04570P,Sbr. TPU Rawabunga,-6.224812,106.87049
2114,B02038P,Komplek Hankam Cidodol,-6.227802,106.77836
2115,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659
2116,B00017P,Akper Fatmawati Pondok Labu,-6.313187,106.79931
2117,B04673P,Senayan,-6.215918,106.794
2118,B00839P,Jln. Adil,-6.297278,106.90291
2119,B03636P,Sbr. Jln. Angkasa 1,-6.19059,106.96803
2120,B02472P,Moch Yusuf Raya 1,-6.379631,106.84094
2121,B06685P,Jln. Bahari Raya 2,-6.130551,106.85071
2122,B03616P,Sbr. H. Samali,-6.265816,106.8442
2123,B00972P,Jln. Cakrawijaya II,-6.232475,106.88748
2124,B05984P,Gudang Minimarket 1,-6.12606,106.81423
2125,B05296P,SMK Karya Teladan,-6.258596,106.84351
2126,B02489P,Muara Angke,-6.110009,106.77471
2127,B06605P,Jln. Pegangsaan Dua 10,-6.18042,106.91838
2128,B02597P,Ps. Ciplak,-6.23974,106.88002
2129,B06457P,Jln. Gading Sengon Raya,-6.140087,106.90321
2130,B03044P,Puskesmas Ciracas,-6.311774,106.87472
2131,B01816P,Kantor Pos Cikini,-6.187423,106.83654
2132,B06852P,Sbr. Jln. H. Khayar,-6.341809,106.80462
2133,B01502P,Jln. Pisangan Lama I,-6.214711,106.875
2134,B00622P,Gerbang Tol Pondok Gede,-6.258346,106.91008
2135,B01464P,Jln. Pelepah Elok VIII,-6.149005,106.90064
2136,B05929P,Yayasan Perguruan Rakyat 2,-6.228468,106.89862
2137,B05021P,Simpang Otista III Selatan,-6.231874,106.86803
2138,B02044P,Komplek Kejari Tebet Dalam,-6.241417,106.84542
2139,B02658P,Ps. Pedok,-6.234107,106.84435
2140,B00782P,Hotel Olive 2,-6.216591,106.61888
2141,B06673P,Tebet Eco Park Utara 1,-6.23716,106.85246
2142,B04824P,Simpang H. Ali Kramat Barat,-6.291941,106.86585
2143,B04054P,Sbr. Masjid Jami Al Badariah Kemayoran,-6.1533,106.85895
2144,B02605P,Ps. Enjo Pisangan Lama,-6.211289,106.8756
2145,B05588P,Taman Elok 2,-6.195679,106.93531
2146,B03411P,SDN Pisangan Timur 05/07,-6.211291,106.87457
2147,B03037P,Pusenlis,-6.187443,106.80804
2148,B01379P,Jln. Melati,-6.272865,106.8769
2149,B06238P,Bogasari,-6.108568,106.90968
2150,B01887P,Kec. Tanah Abang,-6.200098,106.815
2151,B01724P,Jasa Marga Cililitan 2,-6.264703,106.87224
2152,B00410P,Gg. Ayama,-6.27204,106.8671
2153,B04847P,Simpang Indraloka 1,-6.157095,106.77782
2154,B00004P,ACC Simatupang,-6.304475,106.84858
2155,B02101P,KUA Pasar Minggu,-6.300085,106.82626
2156,B03195P,RSIA Duren Tiga 1,-6.253592,106.8413
2157,B02903P,Polsek Ciputat 1,-6.310368,106.75502
2158,B03831P,Sbr. Jln. Sambu Halim,-6.24695,106.89046
2159,B01802P,Kampung Irian Gg. IV,-6.155068,106.86172
2160,B03554P,Sbr. Gg. Puas Cibubur,-6.347245,106.87416
2161,B00044P,Andara Margasatwa 3,-6.312832,106.80338
2162,B02329P,Masjid Jami Ar Ridho Jelambar,-6.152844,106.78376
2163,B04315P,Sbr. Rusun Rorotan,-6.151877,106.9552
2164,B03241P,Ruko Gading Kirana 3,-6.147948,106.89971
2165,B04799P,Simpang Dinkes,-6.170376,106.81543
2166,,Sbr. Jln. Rawabadung,-6.209004,106.922874
2167,B05704P,Term. Grogol,-6.166565,106.79025
2168,B00305P,Dharma Bakti Cijantung,-6.318713,106.86463
2169,B00467P,Gg. H. Ganan,-6.335534,106.81909
2170,B02203P,Man 2 Jakarta,-6.321342,106.88332
2171,B04886P,Simpang JORR,-6.183114,106.93845
2172,B01681P,Jln. Timah Harapan Mulya,-6.171922,106.85232
2173,P00236,Summarecon Bekasi,-6.225566,107.00281
2174,B01882P,Kec. Pesanggrahan,-6.256912,106.7564
2175,B00321P,DPR MPR 1,-6.208517,106.80379
2176,B05865P,Waduk Setiabudi Jln. Gembira,-6.205469,106.82993
2177,B03934P,Sbr. Kel. Sukapura,-6.147804,106.92437
2178,B03093P,Rengas,-6.238871,106.81704
2179,B05512P,St. Tebet 3,-6.225604,106.85923
2180,B05713P,Term. Muara Angke 1,-6.109045,106.77353
2181,B02993P,PTT,-6.109953,106.88381
2182,B04492P,Sbr. SMPN 27,-6.225368,106.9147
2183,B02387P,Matraman 4,-6.199782,106.8545
2184,B00487P,Gg. Iman Utara Cibubur,-6.358625,106.88184
2185,B05669P,Tanah Abang Blok G,-6.18865,106.81293
2186,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937
2187,B02302P,Masjid Hidayatussalam,-6.245632,106.88115
2188,B06555P,Universitas Terbuka,-6.201686,106.87294
2189,B05072P,Simpang Pinang I Pondok Labu,-6.309114,106.79567
2190,B00121P,Baywalk 1,-6.109908,106.77828
2191,B06169P,Jln. Danau Sunter Barat 1,-6.130709,106.85524
2192,B05724P,Term. Rawamangun 1,-6.198204,106.8902
2193,B05844P,Univ. Trisakti 2,-6.166868,106.79098
2194,B04114P,Sbr. Mushola Al Muhajirin Cibubur,-6.360664,106.87505
2195,B04256P,Sbr. Puskesmas Meruya Utara,-6.199776,106.74153
2196,B03929P,Sbr. Kel. Rawa Bunga,-6.221718,106.86948
2197,B04544P,Sbr. Term. Kampung Rambutan,-6.306068,106.88003
2198,B06730P,Jln. Abdul Majid Raya,-6.266064,106.808371
2199,B01330P,Jln. Madrasah Al Husna,-6.299956,106.77531
2200,B01876P,Kec. Koja,-6.118034,106.91025
2201,B02231P,Masjid Al Barkah 1,-6.184871,106.9456
2202,B00313P,Direktorat Jenderal Pajak,-6.224628,106.81558
2203,B04421P,Sbr. SMAN 19,-6.141574,106.80894
2204,B00903P,Jln. Batang Hari Cideng Barat,-6.173482,106.81125
2205,B04648P,Sekolah PGRI Penggilingan,-6.216995,106.933775
2206,,Sbr. SMAN 41,-6.130773,106.85304
2207,B02426P,Merpati,-6.232175,106.84496
2208,B01522P,Jln. Pulo Gundul,-6.186182,106.85155
2209,B01738P,Jembatan BKT Pendidikan Raya 1,-6.229216,106.91736
2210,B02207P,Mandara Permai 5,-6.116188,106.76214
2211,B03239P,Ruko Gading Kirana,-6.14617,106.89649
2212,B02287P,Masjid Baiturrahman 1,-6.210375,106.61931
2213,B04565P,Sbr. TPU Karet Bivak,-6.201088,106.81384
2214,B04550P,Sbr. Tip Top Rawamangun,-6.201238,106.8859
2215,B03363P,SDN Duren Sawit 02,-6.22516,106.91453
2216,B05531P,STIS,-6.231063,106.86716
2217,B00140P,Billy Moon,-6.248271,106.93093
2218,B02770P,Pertigaan Ceger,-6.306265,106.88809
2219,B02490P,Muara Dalam,-6.304439,106.85088
2220,B00052P,Antena III,-6.250453,106.79171
2221,B04613P,Sekolah Anglo Rawasari,-6.186395,106.87293
2222,B01467P,Jln. Pemancingan Srengseng,-6.206771,106.7586
2223,B05494P,St. Pasar Minggu 1,-6.283156,106.84468
2224,B00153P,BKKBN 2,-6.253103,106.88108
2225,B02451P,Midi Utama Meruya Selatan 2,-6.212464,106.73767
2226,B00599P,Gedung Pertamina,-6.230483,106.78971
2227,B06644P,Gerbang Tol Brigif,-6.343523,106.79725
2228,B02550P,Pajak Dan Retribusi Grogol Petamburan,-6.176435,106.7976
2229,B04363P,Sbr. SDN Pondok Kelapa 05,-6.240433,106.94276
2230,B05401P,SPBG Jakpro,-6.117747,106.79188
2231,B05438P,St. Duren Kalibata 2,-6.256023,106.85547
2232,B00206P,Bulak Rantai,-6.284664,106.87123
2233,B04413P,Sbr. Slb Angkasa,-6.255191,106.89134
2234,B04819P,Simpang Gunung Balong Karang Tengah,-6.303532,106.78163
2235,B06602P,Sbr. Jln. H. Oyar,-6.1767,106.9183
2236,B06313P,Sbr. Gg. Marlina,-6.117521,106.80326
2237,B05819P,UKRIDA,-6.172372,106.7887
2238,B00473P,Gg. H. Mujeni Cililitan,-6.263903,106.86228
2239,B02194P,Mall Taman Palem 2,-6.139245,106.73032
2240,B04546P,Sbr. The Jakarta Post,-6.207699,106.79386
2241,B05718P,Term. Pinang Ranti,-6.291029,106.88599
2242,B01364P,Jln. Marabahan Cideng,-6.172066,106.80538
2243,B04929P,Simpang Kemanggisan Ilir III,-6.193282,106.78545
2244,B01278P,Jln. Kesadaran Pool Bus 2,-6.182447,106.91465
2245,B06551P,Gg. Oyot,-6.207791,106.86593
2246,B06909P,Slipi Petamburan 3,-6.200982,106.799123
2247,B06762P,Sbr. Jln. Delima Raya 2,-6.222174,106.926465
2248,B01627P,Jln. Swasembada Barat III,-6.125647,106.8849
2249,B06411P,Sbr. MI Nurul Hakim,-6.226067,106.75777
2250,P00298,Dukuh Atas 2,-6.204494,106.823327
2251,B04433P,Sbr. SMAN 8,-6.218237,106.85982
2252,B05687P,Tegal Parang 1,-6.239791,106.83149
2253,B01345P,Jln. Mandala Selatan II,-6.173856,106.80019
2254,B01326P,Jln. Lorong 4,-6.107701,106.89492
2255,B06584P,Jln. Mengkudu Dalam,-6.11807,106.90654
2256,B05248P,SMA Kartika,-6.260596,106.75896
2257,B06434P,Jln. Pisangan Baru Tengah 1,-6.21118,106.872812
2258,B05664P,Tamini Square 2,-6.29165,106.8809
2259,P00286,Plumpang Pertamina Arah Selatan,-6.128467,106.89381
